timestamp,Month,solar_power_per_mw
2022-01-01 00:00:00,Jan,0
2022-01-01 01:00:00,Jan,0
2022-01-01 02:00:00,Jan,0
2022-01-01 03:00:00,Jan,0
2022-01-01 04:00:00,Jan,0
2022-01-01 05:00:00,Jan,0
2022-01-01 06:00:00,Jan,0
2022-01-01 07:00:00,Jan,0
2022-01-01 08:00:00,Jan,0
2022-01-01 09:00:00,Jan,7027
2022-01-01 10:00:00,Jan,46250
2022-01-01 11:00:00,Jan,70044
2022-01-01 12:00:00,Jan,80971
2022-01-01 13:00:00,Jan,76209
2022-01-01 14:00:00,Jan,52957
2022-01-01 15:00:00,Jan,16655
2022-01-01 16:00:00,Jan,0
2022-01-01 17:00:00,Jan,0
2022-01-01 18:00:00,Jan,0
2022-01-01 19:00:00,Jan,0
2022-01-01 20:00:00,Jan,0
2022-01-01 21:00:00,Jan,0
2022-01-01 22:00:00,Jan,0
2022-01-01 23:00:00,Jan,0
2022-02-01 00:00:00,Feb,0
2022-02-01 01:00:00,Feb,0
2022-02-01 02:00:00,Feb,0
2022-02-01 03:00:00,Feb,0
2022-02-01 04:00:00,Feb,0
2022-02-01 05:00:00,Feb,0
2022-02-01 06:00:00,Feb,0
2022-02-01 07:00:00,Feb,0
2022-02-01 08:00:00,Feb,6855
2022-02-01 09:00:00,Feb,58581
2022-02-01 10:00:00,Feb,109045
2022-02-01 11:00:00,Feb,156418
2022-02-01 12:00:00,Feb,185880
2022-02-01 13:00:00,Feb,181959
2022-02-01 14:00:00,Feb,132538
2022-02-01 15:00:00,Feb,78120
2022-02-01 16:00:00,Feb,30270
2022-02-01 17:00:00,Feb,0
2022-02-01 18:00:00,Feb,0
2022-02-01 19:00:00,Feb,0
2022-02-01 20:00:00,Feb,0
2022-02-01 21:00:00,Feb,0
2022-02-01 22:00:00,Feb,0
2022-02-01 23:00:00,Feb,0
2022-03-01 00:00:00,Mar,0
2022-03-01 01:00:00,Mar,0
2022-03-01 02:00:00,Mar,0
2022-03-01 03:00:00,Mar,0
2022-03-01 04:00:00,Mar,0
2022-03-01 05:00:00,Mar,0
2022-03-01 06:00:00,Mar,0
2022-03-01 07:00:00,Mar,24066
2022-03-01 08:00:00,Mar,113526
2022-03-01 09:00:00,Mar,195385
2022-03-01 10:00:00,Mar,255719
2022-03-01 11:00:00,Mar,302727
2022-03-01 12:00:00,Mar,334182
2022-03-01 13:00:00,Mar,332127
2022-03-01 14:00:00,Mar,277746
2022-03-01 15:00:00,Mar,209339
2022-03-01 16:00:00,Mar,131846
2022-03-01 17:00:00,Mar,48206
2022-03-01 18:00:00,Mar,1813
2022-03-01 19:00:00,Mar,0
2022-03-01 20:00:00,Mar,0
2022-03-01 21:00:00,Mar,0
2022-03-01 22:00:00,Mar,0
2022-03-01 23:00:00,Mar,0
2022-04-01 00:00:00,Apr,0
2022-04-01 01:00:00,Apr,0
2022-04-01 02:00:00,Apr,0
2022-04-01 03:00:00,Apr,0
2022-04-01 04:00:00,Apr,0
2022-04-01 05:00:00,Apr,1288
2022-04-01 06:00:00,Apr,32167
2022-04-01 07:00:00,Apr,122929
2022-04-01 08:00:00,Apr,226331
2022-04-01 09:00:00,Apr,319026
2022-04-01 10:00:00,Apr,387934
2022-04-01 11:00:00,Apr,432883
2022-04-01 12:00:00,Apr,453698
2022-04-01 13:00:00,Apr,436622
2022-04-01 14:00:00,Apr,381505
2022-04-01 15:00:00,Apr,306678
2022-04-01 16:00:00,Apr,223087
2022-04-01 17:00:00,Apr,124332
2022-04-01 18:00:00,Apr,38248
2022-04-01 19:00:00,Apr,1448
2022-04-01 20:00:00,Apr,0
2022-04-01 21:00:00,Apr,0
2022-04-01 22:00:00,Apr,0
2022-04-01 23:00:00,Apr,0
2022-05-01 00:00:00,May,0
2022-05-01 01:00:00,May,0
2022-05-01 02:00:00,May,0
2022-05-01 03:00:00,May,0
2022-05-01 04:00:00,May,342
2022-05-01 05:00:00,May,28510
2022-05-01 06:00:00,May,94991
2022-05-01 07:00:00,May,188228
2022-05-01 08:00:00,May,290379
2022-05-01 09:00:00,May,382328
2022-05-01 10:00:00,May,447213
2022-05-01 11:00:00,May,481124
2022-05-01 12:00:00,May,495493
2022-05-01 13:00:00,May,484037
2022-05-01 14:00:00,May,435627
2022-05-01 15:00:00,May,371471
2022-05-01 16:00:00,May,285148
2022-05-01 17:00:00,May,183765
2022-05-01 18:00:00,May,89147
2022-05-01 19:00:00,May,24246
2022-05-01 20:00:00,May,686
2022-05-01 21:00:00,May,0
2022-05-01 22:00:00,May,0
2022-05-01 23:00:00,May,0
2022-06-01 00:00:00,Jun,0
2022-06-01 01:00:00,Jun,0
2022-06-01 02:00:00,Jun,0
2022-06-01 03:00:00,Jun,0
2022-06-01 04:00:00,Jun,6575
2022-06-01 05:00:00,Jun,41036
2022-06-01 06:00:00,Jun,105705
2022-06-01 07:00:00,Jun,196573
2022-06-01 08:00:00,Jun,294982
2022-06-01 09:00:00,Jun,378939
2022-06-01 10:00:00,Jun,444228
2022-06-01 11:00:00,Jun,475940
2022-06-01 12:00:00,Jun,498784
2022-06-01 13:00:00,Jun,480622
2022-06-01 14:00:00,Jun,439543
2022-06-01 15:00:00,Jun,381594
2022-06-01 16:00:00,Jun,299051
2022-06-01 17:00:00,Jun,205301
2022-06-01 18:00:00,Jun,114003
2022-06-01 19:00:00,Jun,44525
2022-06-01 20:00:00,Jun,8014
2022-06-01 21:00:00,Jun,0
2022-06-01 22:00:00,Jun,0
2022-06-01 23:00:00,Jun,0
2022-07-01 00:00:00,Jul,0
2022-07-01 01:00:00,Jul,0
2022-07-01 02:00:00,Jul,0
2022-07-01 03:00:00,Jul,0
2022-07-01 04:00:00,Jul,1498
2022-07-01 05:00:00,Jul,29427
2022-07-01 06:00:00,Jul,89515
2022-07-01 07:00:00,Jul,175706
2022-07-01 08:00:00,Jul,269230
2022-07-01 09:00:00,Jul,355297
2022-07-01 10:00:00,Jul,424115
2022-07-01 11:00:00,Jul,452803
2022-07-01 12:00:00,Jul,476769
2022-07-01 13:00:00,Jul,468281
2022-07-01 14:00:00,Jul,423198
2022-07-01 15:00:00,Jul,367304
2022-07-01 16:00:00,Jul,291977
2022-07-01 17:00:00,Jul,199932
2022-07-01 18:00:00,Jul,108327
2022-07-01 19:00:00,Jul,39265
2022-07-01 20:00:00,Jul,4589
2022-07-01 21:00:00,Jul,0
2022-07-01 22:00:00,Jul,0
2022-07-01 23:00:00,Jul,0
2022-08-01 00:00:00,Aug,0
2022-08-01 01:00:00,Aug,0
2022-08-01 02:00:00,Aug,0
2022-08-01 03:00:00,Aug,0
2022-08-01 04:00:00,Aug,0
2022-08-01 05:00:00,Aug,4052
2022-08-01 06:00:00,Aug,49806
2022-08-01 07:00:00,Aug,125575
2022-08-01 08:00:00,Aug,218068
2022-08-01 09:00:00,Aug,299175
2022-08-01 10:00:00,Aug,360546
2022-08-01 11:00:00,Aug,404704
2022-08-01 12:00:00,Aug,428032
2022-08-01 13:00:00,Aug,413751
2022-08-01 14:00:00,Aug,368964
2022-08-01 15:00:00,Aug,302389
2022-08-01 16:00:00,Aug,227293
2022-08-01 17:00:00,Aug,137995
2022-08-01 18:00:00,Aug,58417
2022-08-01 19:00:00,Aug,8990
2022-08-01 20:00:00,Aug,0
2022-08-01 21:00:00,Aug,0
2022-08-01 22:00:00,Aug,0
2022-08-01 23:00:00,Aug,0
2022-09-01 00:00:00,Sep,0
2022-09-01 01:00:00,Sep,0
2022-09-01 02:00:00,Sep,0
2022-09-01 03:00:00,Sep,0
2022-09-01 04:00:00,Sep,0
2022-09-01 05:00:00,Sep,0
2022-09-01 06:00:00,Sep,5851
2022-09-01 07:00:00,Sep,68497
2022-09-01 08:00:00,Sep,148837
2022-09-01 09:00:00,Sep,222278
2022-09-01 10:00:00,Sep,265153
2022-09-01 11:00:00,Sep,302463
2022-09-01 12:00:00,Sep,320925
2022-09-01 13:00:00,Sep,301211
2022-09-01 14:00:00,Sep,249557
2022-09-01 15:00:00,Sep,186926
2022-09-01 16:00:00,Sep,122771
2022-09-01 17:00:00,Sep,50474
2022-09-01 18:00:00,Sep,2219
2022-09-01 19:00:00,Sep,0
2022-09-01 20:00:00,Sep,0
2022-09-01 21:00:00,Sep,0
2022-09-01 22:00:00,Sep,0
2022-09-01 23:00:00,Sep,0
2022-10-01 00:00:00,Oct,0
2022-10-01 01:00:00,Oct,0
2022-10-01 02:00:00,Oct,0
2022-10-01 03:00:00,Oct,0
2022-10-01 04:00:00,Oct,0
2022-10-01 05:00:00,Oct,0
2022-10-01 06:00:00,Oct,0
2022-10-01 07:00:00,Oct,5234
2022-10-01 08:00:00,Oct,57495
2022-10-01 09:00:00,Oct,125681
2022-10-01 10:00:00,Oct,168459
2022-10-01 11:00:00,Oct,201649
2022-10-01 12:00:00,Oct,212880
2022-10-01 13:00:00,Oct,189932
2022-10-01 14:00:00,Oct,141444
2022-10-01 15:00:00,Oct,81754
2022-10-01 16:00:00,Oct,22585
2022-10-01 17:00:00,Oct,0
2022-10-01 18:00:00,Oct,0
2022-10-01 19:00:00,Oct,0
2022-10-01 20:00:00,Oct,0
2022-10-01 21:00:00,Oct,0
2022-10-01 22:00:00,Oct,0
2022-10-01 23:00:00,Oct,0
2022-11-01 00:00:00,Nov,0
2022-11-01 01:00:00,Nov,0
2022-11-01 02:00:00,Nov,0
2022-11-01 03:00:00,Nov,0
2022-11-01 04:00:00,Nov,0
2022-11-01 05:00:00,Nov,0
2022-11-01 06:00:00,Nov,0
2022-11-01 07:00:00,Nov,0
2022-11-01 08:00:00,Nov,952
2022-11-01 09:00:00,Nov,34412
2022-11-01 10:00:00,Nov,61064
2022-11-01 11:00:00,Nov,80926
2022-11-01 12:00:00,Nov,84909
2022-11-01 13:00:00,Nov,71177
2022-11-01 14:00:00,Nov,46264
2022-11-01 15:00:00,Nov,13450
2022-11-01 16:00:00,Nov,0
2022-11-01 17:00:00,Nov,0
2022-11-01 18:00:00,Nov,0
2022-11-01 19:00:00,Nov,0
2022-11-01 20:00:00,Nov,0
2022-11-01 21:00:00,Nov,0
2022-11-01 22:00:00,Nov,0
2022-11-01 23:00:00,Nov,0
2022-12-01 00:00:00,Dec,0
2022-12-01 01:00:00,Dec,0
2022-12-01 02:00:00,Dec,0
2022-12-01 03:00:00,Dec,0
2022-12-01 04:00:00,Dec,0
2022-12-01 05:00:00,Dec,0
2022-12-01 06:00:00,Dec,0
2022-12-01 07:00:00,Dec,0
2022-12-01 08:00:00,Dec,0
2022-12-01 09:00:00,Dec,2851
2022-12-01 10:00:00,Dec,31524
